date,team1,team2,winner,t1_bat_total_runs,t1_bat_wickets_lost,t1_bat_pp_rr,t1_bat_death_rr,t1_bat_boundaries,t1_bat_dot_pct,t1_bowl_runs_conceded,t1_bowl_wickets_taken,t1_bowl_pp_wkts,t1_bowl_death_econ,t1_bowl_dot_pct,t2_bat_total_runs,t2_bat_wickets_lost,t2_bat_pp_rr,t2_bat_death_rr,t2_bat_boundaries,t2_bat_dot_pct,t2_bowl_runs_conceded,t2_bowl_wickets_taken,t2_bowl_pp_wkts,t2_bowl_death_econ,t2_bowl_dot_pct
2012-04-14,Chennai Super Kings,Pune Warriors,Pune Warriors,155,5,7.167,8.2,17,0.3,156,3,1,11.538,0.293,156,3,9.333,11.538,17,0.293,155,5,0,8.2,0.3
2012-04-15,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,134,9,4.333,9.4,12,0.375,132,7,2,7.6,0.333,132,7,8.0,7.6,12,0.333,134,9,2,9.4,0.375
2012-04-15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,195,2,7.167,16.4,29,0.325,136,10,2,6.414,0.42,136,10,9.0,6.414,15,0.42,195,2,0,16.4,0.325
2012-04-16,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,93,3,6.833,0.0,8,0.449,92,10,2,3.0,0.56,92,10,3.833,3.0,11,0.56,93,3,1,0.0,0.449
2012-04-17,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,196,2,9.5,15.4,25,0.292,197,5,1,13.5,0.246,197,5,10.333,13.5,28,0.246,196,2,0,15.4,0.292
2012-04-17,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,182,6,9.667,9.6,22,0.25,186,4,2,13.8,0.317,186,4,7.0,13.8,22,0.317,182,6,0,9.6,0.25
2012-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,124,7,7.5,7.0,10,0.325,127,2,1,13.333,0.364,127,2,8.833,13.333,15,0.364,124,7,1,7.0,0.325
2012-04-19,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,157,8,8.333,7.4,18,0.325,162,5,3,11.28,0.391,162,5,5.667,11.28,21,0.391,157,8,1,7.4,0.325
2012-04-19,Chennai Super Kings,Pune Warriors,Chennai Super Kings,164,5,7.0,9.8,20,0.342,151,7,2,8.8,0.342,151,7,8.833,8.8,13,0.342,164,5,0,9.8,0.342
2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,163,6,6.833,11.6,16,0.275,166,5,3,11.111,0.342,166,5,6.0,11.111,20,0.342,163,6,2,11.6,0.275
2012-04-21,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,147,3,7.5,8.6,14,0.267,146,4,1,7.8,0.458,146,4,6.833,7.8,17,0.458,147,3,0,8.6,0.267
2012-04-21,Delhi Daredevils,Pune Warriors,Pune Warriors,172,7,8.167,8.2,21,0.308,192,3,1,13.4,0.317,192,3,8.667,13.4,26,0.317,172,7,1,8.2,0.308
2012-04-22,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,164,4,8.0,10.0,19,0.299,163,6,0,6.8,0.317,163,6,6.5,6.8,20,0.317,164,4,0,10.0,0.299
2012-04-22,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,126,7,6.5,5.6,11,0.342,127,5,1,7.5,0.395,127,5,7.0,7.5,13,0.395,126,7,1,5.6,0.342
2012-04-23,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,143,7,8.0,8.0,16,0.383,189,3,1,16.4,0.333,189,3,6.167,16.4,23,0.333,143,7,0,8.0,0.383
2012-04-24,Delhi Daredevils,Pune Warriors,Delhi Daredevils,148,2,10.167,14.0,19,0.26,146,2,2,10.2,0.333,146,2,4.667,10.2,16,0.333,148,2,1,14.0,0.26
2012-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,168,3,7.333,13.6,19,0.358,171,6,0,13.448,0.286,171,6,6.667,13.448,19,0.286,168,3,1,13.6,0.358
2012-04-26,Deccan Chargers,Pune Warriors,Deccan Chargers,177,4,8.333,11.0,19,0.25,159,7,2,11.6,0.367,159,7,7.333,11.6,18,0.367,177,4,2,11.0,0.25
2012-04-27,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,207,5,9.0,10.8,31,0.325,170,9,3,6.2,0.333,170,9,8.167,6.2,23,0.333,207,5,0,10.8,0.325
2012-04-28,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,149,8,8.0,10.0,16,0.375,156,8,0,7.0,0.358,156,8,7.167,7.0,18,0.358,149,8,1,10.0,0.375
2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,190,4,7.667,11.2,27,0.333,143,6,3,11.2,0.45,143,6,5.833,11.2,19,0.45,190,4,0,11.2,0.333
2012-04-29,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,152,6,7.0,9.4,18,0.358,151,3,0,8.6,0.308,151,3,6.667,8.6,18,0.308,152,6,2,9.4,0.358
2012-04-29,Deccan Chargers,Mumbai Indians,Mumbai Indians,100,10,6.333,4.909,10,0.518,101,5,2,7.579,0.495,101,5,5.167,7.579,8,0.495,100,10,1,4.909,0.518
2012-04-30,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,139,5,7.167,8.2,10,0.317,140,5,1,7.929,0.297,140,5,6.167,7.929,12,0.297,139,5,2,8.2,0.317
2012-05-01,Deccan Chargers,Pune Warriors,Deccan Chargers,186,4,5.5,15.2,22,0.25,173,5,1,11.4,0.333,173,5,8.0,11.4,21,0.333,186,4,2,15.2,0.25
2012-05-01,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,144,4,10.167,30.0,21,0.326,141,6,0,7.4,0.342,141,6,9.333,7.4,17,0.342,144,4,1,30.0,0.326
2012-05-02,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,163,6,8.833,6.414,20,0.345,158,5,1,7.2,0.367,158,5,5.5,7.2,19,0.367,163,6,1,6.414,0.345
2012-05-03,Mumbai Indians,Pune Warriors,Mumbai Indians,120,9,7.0,5.6,12,0.417,119,6,1,8.6,0.458,119,6,6.167,8.6,13,0.458,120,9,0,5.6,0.417
2012-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,160,6,9.333,7.2,13,0.3,150,5,1,9.6,0.308,150,5,7.833,9.6,17,0.308,160,6,1,7.2,0.3
2012-05-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,150,5,11.333,5.8,13,0.358,143,8,2,6.8,0.358,143,8,7.5,6.8,15,0.358,150,5,0,5.8,0.358
2012-05-05,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,134,8,5.5,7.4,16,0.442,177,6,1,10.2,0.35,177,6,10.667,10.2,24,0.35,134,8,2,7.4,0.442
2012-05-06,Chennai Super Kings,Mumbai Indians,Mumbai Indians,173,8,8.667,10.0,21,0.35,174,8,1,8.6,0.35,174,8,7.667,8.6,26,0.35,173,8,1,10.0,0.35
2012-05-06,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,181,2,7.667,12.8,24,0.325,185,5,0,18.783,0.327,185,5,7.667,18.783,26,0.327,181,2,0,12.8,0.325
2012-05-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,153,9,8.333,9.0,17,0.375,154,4,0,7.091,0.312,154,4,10.0,7.091,15,0.312,153,9,2,9.0,0.375
2012-05-08,Pune Warriors,Rajasthan Royals,Rajasthan Royals,125,6,5.833,6.8,7,0.317,126,3,2,10.5,0.357,126,3,8.167,10.5,17,0.357,125,6,1,6.8,0.317
2012-05-08,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,145,8,6.667,9.2,14,0.367,170,5,0,8.2,0.342,170,5,8.5,8.2,22,0.342,145,8,2,9.2,0.367
2012-05-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,141,6,4.167,9.2,15,0.4,142,1,0,10.333,0.38,142,1,5.833,10.333,17,0.38,141,6,2,9.2,0.4
2012-05-10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,127,6,6.0,15.789,16,0.514,126,6,2,7.4,0.45,126,6,4.667,7.4,14,0.45,127,6,2,15.789,0.514
2012-05-10,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,187,4,5.5,12.0,30,0.35,193,1,1,15.6,0.33,193,1,10.667,15.6,25,0.33,187,4,2,12.0,0.35
2012-05-11,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,138,9,8.333,6.6,16,0.375,173,3,0,8.8,0.367,173,3,11.0,8.8,22,0.367,138,9,3,6.6,0.375
2012-05-12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,155,4,5.333,9.8,18,0.292,182,1,1,10.0,0.325,182,1,8.167,10.0,26,0.325,155,4,2,9.8,0.292
2012-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,115,1,7.5,9.0,15,0.457,114,5,4,7.2,0.4,114,5,4.5,7.2,7,0.4,115,1,0,9.0,0.457
2012-05-13,Pune Warriors,Rajasthan Royals,Rajasthan Royals,125,9,5.5,5.6,12,0.358,170,4,1,8.8,0.35,170,4,7.5,8.8,22,0.35,125,9,4,5.6,0.358
2012-05-13,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,190,4,7.833,12.8,21,0.242,194,6,2,12.8,0.317,194,6,7.333,12.8,27,0.317,190,4,1,12.8,0.242
2012-05-14,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,173,5,5.333,14.357,23,0.356,171,6,2,12.8,0.4,171,6,6.667,12.8,20,0.4,173,5,3,14.357,0.356
2012-05-14,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,160,5,8.5,9.0,20,0.367,158,6,0,9.2,0.325,158,6,8.333,9.2,20,0.325,160,5,0,9.0,0.367
2012-05-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,140,5,6.167,9.25,21,0.412,136,8,2,7.4,0.442,136,8,7.833,7.4,20,0.442,140,5,4,9.25,0.412
2012-05-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,140,7,5.333,9.2,15,0.392,108,10,1,6.72,0.513,108,10,4.333,6.72,12,0.513,140,7,2,9.2,0.392
2012-05-17,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,120,7,4.167,8.6,15,0.525,123,4,0,6.0,0.465,123,4,7.167,6.0,20,0.465,120,7,2,8.6,0.525
2012-05-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,194,9,8.5,9.0,26,0.283,215,1,1,15.6,0.325,215,1,7.0,15.6,32,0.325,194,9,2,9.0,0.283
2012-05-18,Deccan Chargers,Rajasthan Royals,Deccan Chargers,128,5,9.667,7.909,13,0.429,126,8,1,6.6,0.392,126,8,6.833,6.6,12,0.392,128,5,0,7.909,0.429
2012-05-19,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,145,4,7.333,8.1,22,0.545,141,8,4,11.4,0.483,141,8,3.333,11.4,20,0.483,145,4,0,8.1,0.545
2012-05-19,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,136,4,4.5,7.0,14,0.375,102,8,1,4.0,0.392,102,8,6.667,4.0,3,0.392,136,4,1,7.0,0.375
2012-05-20,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,132,7,3.833,11.4,12,0.408,123,9,2,6.8,0.483,123,9,6.667,6.8,13,0.483,132,7,3,11.4,0.408
2012-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,163,0,7.333,7.667,19,0.324,162,6,2,11.2,0.417,162,6,5.167,11.2,19,0.417,163,0,0,7.667,0.324
2012-05-22,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,144,8,8.167,7.0,17,0.383,162,4,1,12.6,0.333,162,4,8.0,12.6,20,0.333,144,8,2,7.0,0.383
2012-05-23,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,187,5,5.0,14.6,29,0.358,149,9,1,7.4,0.4,149,9,9.0,7.4,19,0.4,187,5,2,14.6,0.358
2012-05-25,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,222,5,8.667,12.0,33,0.242,136,10,2,4.364,0.356,136,10,7.667,4.364,14,0.356,222,5,0,12.0,0.242
2012-05-27,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,190,3,9.0,10.8,21,0.258,192,5,1,10.929,0.246,192,5,9.333,10.929,24,0.246,190,3,0,10.8,0.258
2013-04-03,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,128,10,7.5,6.4,16,0.442,129,4,1,7.909,0.402,129,4,7.667,7.909,16,0.402,128,10,2,6.4,0.442
2013-04-04,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,154,5,6.333,11.6,16,0.325,156,5,2,11.2,0.5,156,5,5.167,11.2,24,0.5,154,5,0,11.6,0.325
2013-04-05,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,104,10,4.5,6.783,8,0.478,126,6,1,7.8,0.383,126,6,6.333,7.8,13,0.383,104,10,0,6.783,0.478
2013-04-06,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,160,6,6.5,8.0,16,0.3,165,7,1,7.6,0.308,165,7,7.5,7.6,19,0.308,160,6,1,8.0,0.3
2013-04-06,Chennai Super Kings,Mumbai Indians,Mumbai Indians,139,9,6.0,9.2,15,0.45,148,6,2,10.4,0.408,148,6,6.833,10.4,17,0.408,139,9,2,9.2,0.45
2013-04-07,Kings XI Punjab,Pune Warriors,Kings XI Punjab,100,2,9.333,0.0,15,0.392,99,9,2,7.0,0.508,99,9,4.0,7.0,11,0.508,100,2,1,0.0,0.392
2013-04-08,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,125,10,6.667,6.5,12,0.482,144,6,1,8.8,0.392,144,6,5.833,8.8,19,0.392,125,10,2,6.5,0.482
2013-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,162,3,7.833,16.875,24,0.396,161,6,1,12.6,0.325,161,6,6.667,12.6,17,0.325,162,3,1,16.875,0.396
2013-04-09,Delhi Daredevils,Mumbai Indians,Mumbai Indians,165,9,7.667,7.8,20,0.333,209,5,2,14.2,0.292,209,5,6.333,14.2,31,0.292,165,9,2,7.8,0.333
2013-04-10,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,139,0,6.333,15.429,17,0.327,138,10,2,4.552,0.378,138,10,7.167,4.552,16,0.378,139,0,0,15.429,0.327
2013-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,154,8,7.333,8.2,19,0.358,158,2,1,16.4,0.505,158,2,7.167,16.4,23,0.505,154,8,1,8.2,0.358
2013-04-11,Pune Warriors,Rajasthan Royals,Pune Warriors,148,3,10.667,8.455,19,0.42,145,5,1,8.6,0.342,145,5,7.333,8.6,18,0.342,148,3,1,8.455,0.42
2013-04-12,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,114,8,4.833,8.4,10,0.45,115,7,1,9.0,0.483,115,7,6.333,9.0,14,0.483,114,8,3,8.4,0.45
2013-04-13,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,166,6,5.167,13.448,17,0.328,165,6,1,10.0,0.35,165,6,5.5,10.0,17,0.35,166,6,2,13.448,0.328
2013-04-13,Mumbai Indians,Pune Warriors,Mumbai Indians,183,3,8.0,13.6,25,0.342,142,8,4,4.8,0.408,142,8,6.667,4.8,16,0.408,183,3,0,13.6,0.342
2013-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,180,4,8.0,14.2,26,0.325,132,7,0,5.6,0.292,132,7,6.5,5.6,10,0.292,180,4,0,14.2,0.325
2013-04-14,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,124,10,5.667,9.391,14,0.46,126,4,1,7.385,0.457,126,4,8.0,7.385,17,0.457,124,10,3,9.391,0.46
2013-04-15,Chennai Super Kings,Pune Warriors,Pune Warriors,135,8,6.333,7.2,13,0.367,159,5,0,10.6,0.342,159,5,8.0,10.6,21,0.342,135,8,2,7.2,0.367
2013-04-16,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,157,9,5.833,11.6,19,0.325,153,9,2,7.4,0.383,153,9,7.5,7.4,19,0.383,157,9,1,11.6,0.325
2013-04-17,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,108,10,6.833,5.25,12,0.474,119,8,4,8.8,0.417,119,8,4.167,8.8,11,0.417,108,10,2,5.25,0.474
2013-04-17,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,92,10,4.333,6.3,8,0.482,179,3,0,10.8,0.317,179,3,9.667,10.8,22,0.317,92,10,2,6.3,0.482
2013-04-18,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,169,4,6.5,10.6,22,0.317,83,10,4,1.2,0.505,83,10,5.333,1.2,6,0.505,169,4,1,10.6,0.317
2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,123,9,6.0,6.2,13,0.458,127,5,1,10.435,0.389,127,5,5.5,10.435,13,0.389,123,9,1,6.2,0.458
2013-04-20,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,124,6,4.5,12.96,13,0.383,119,9,1,6.0,0.475,119,9,7.833,6.0,14,0.475,124,6,1,12.96,0.383
2013-04-20,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,117,10,5.167,3.429,16,0.5,123,3,0,8.824,0.449,123,3,8.0,8.824,14,0.449,117,10,2,3.429,0.5
2013-04-21,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,165,1,10.0,10.5,25,0.255,161,4,2,10.8,0.342,161,4,4.0,10.8,19,0.342,165,1,0,10.5,0.255
2013-04-21,Kings XI Punjab,Pune Warriors,Kings XI Punjab,186,3,9.167,11.793,21,0.235,185,4,0,12.2,0.342,185,4,8.0,12.2,26,0.342,186,3,2,11.793,0.235
2013-04-22,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,186,5,9.667,9.517,22,0.176,185,4,0,10.8,0.25,185,4,9.167,10.8,19,0.25,186,5,1,9.517,0.176
2013-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,120,7,6.667,6.0,12,0.408,121,5,3,10.0,0.412,121,5,9.333,10.0,16,0.412,120,7,2,6.0,0.408
2013-04-23,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,133,9,7.167,4.4,18,0.458,263,5,0,13.4,0.308,263,5,10.333,13.4,42,0.308,133,9,4,4.4,0.458
2013-04-24,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,159,6,10.167,9.4,20,0.375,162,5,1,9.517,0.319,162,5,7.0,9.517,17,0.319,159,6,1,9.4,0.375
2013-04-25,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,160,5,9.667,9.857,21,0.415,159,6,3,12.6,0.4,159,6,6.667,12.6,21,0.4,160,5,0,9.857,0.415
2013-04-26,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,149,6,7.5,7.6,19,0.358,150,4,2,9.6,0.436,150,4,7.5,9.6,21,0.436,149,6,0,7.6,0.358
2013-04-27,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,146,2,5.0,13.059,23,0.402,144,9,5,10.4,0.467,144,9,4.833,10.4,18,0.467,146,2,1,13.059,0.402
2013-04-27,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,194,7,8.667,10.2,26,0.308,136,7,1,8.4,0.458,136,7,5.833,8.4,15,0.458,194,7,1,10.2,0.308
2013-04-28,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,200,3,11.167,9.8,26,0.225,186,4,2,12.0,0.317,186,4,10.5,12.0,25,0.317,200,3,0,9.8,0.225
2013-04-28,Delhi Daredevils,Pune Warriors,Delhi Daredevils,164,5,6.167,12.6,20,0.425,149,4,0,7.8,0.4,149,4,7.167,7.8,19,0.4,164,5,1,12.6,0.425
2013-04-29,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,173,6,7.5,10.966,21,0.303,171,6,1,11.0,0.333,171,6,9.167,11.0,20,0.333,173,6,1,10.966,0.303
2013-04-29,Kings XI Punjab,Mumbai Indians,Mumbai Indians,170,10,9.167,10.4,20,0.392,174,3,1,14.4,0.367,174,3,6.0,14.4,23,0.367,170,10,2,10.4,0.392
2013-04-30,Chennai Super Kings,Pune Warriors,Chennai Super Kings,164,3,4.833,12.4,18,0.275,127,9,4,6.8,0.458,127,9,7.667,6.8,13,0.458,164,3,2,12.4,0.275
2013-05-01,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,129,4,6.833,8.0,14,0.433,130,3,1,8.0,0.389,130,3,6.0,8.0,16,0.389,129,4,2,8.0,0.433
2013-05-01,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,137,3,5.667,13.059,17,0.393,136,7,3,10.6,0.5,136,7,6.167,10.6,18,0.5,137,3,2,13.059,0.393
2013-05-02,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,186,4,6.0,14.0,22,0.267,171,6,2,9.8,0.283,171,6,6.0,9.8,23,0.283,186,4,1,14.0,0.267
2013-05-02,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,170,9,6.5,9.6,20,0.358,187,3,0,13.6,0.3,187,3,5.0,13.6,23,0.3,170,9,1,9.6,0.358
2013-05-03,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,133,2,8.0,8.143,15,0.385,132,6,2,6.0,0.358,132,6,5.667,6.0,13,0.358,133,2,1,8.143,0.385
2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,80,10,4.333,2.4,5,0.574,81,4,2,0.0,0.47,81,4,6.833,0.0,9,0.47,80,10,1,2.4,0.574
2013-05-05,Chennai Super Kings,Mumbai Indians,Mumbai Indians,79,10,5.333,3.0,7,0.554,139,5,0,11.4,0.475,139,5,5.333,11.4,17,0.475,79,10,4,3.0,0.554
2013-05-05,Pune Warriors,Rajasthan Royals,Rajasthan Royals,178,4,10.167,10.6,25,0.417,182,5,0,11.172,0.303,182,5,8.833,11.172,25,0.303,178,4,0,10.6,0.417
2013-05-06,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,194,4,6.833,18.667,26,0.287,190,3,0,11.4,0.342,190,3,9.667,11.4,27,0.342,194,4,2,18.667,0.287
2013-05-07,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,154,4,7.0,10.6,21,0.408,155,1,0,10.235,0.271,155,1,8.167,10.235,17,0.271,154,4,2,10.6,0.408
2013-05-07,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,105,10,6.333,3.9,12,0.5,170,6,0,12.8,0.392,170,6,6.833,12.8,24,0.392,105,10,1,3.9,0.5
2013-05-08,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,223,3,8.333,17.4,31,0.275,146,8,2,7.4,0.4,146,8,8.167,7.4,17,0.4,223,3,1,17.4,0.275
2013-05-09,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,145,6,6.167,7.6,14,0.333,147,2,1,10.5,0.342,147,2,6.333,10.5,17,0.342,145,6,1,7.6,0.333
2013-05-09,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,152,6,8.333,11.2,17,0.358,106,10,2,5.778,0.427,106,10,5.667,5.778,8,0.427,152,6,1,11.2,0.358
2013-05-10,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,179,7,8.167,11.2,26,0.35,183,4,2,16.8,0.317,183,4,6.667,16.8,25,0.317,179,7,2,11.2,0.35
2013-05-11,Mumbai Indians,Pune Warriors,Mumbai Indians,116,5,6.167,8.609,14,0.46,112,8,2,4.8,0.4,112,8,6.0,4.8,8,0.4,116,5,2,8.609,0.46
2013-05-11,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,120,9,6.833,5.4,13,0.5,150,7,2,10.4,0.4,150,7,6.167,10.4,19,0.4,120,9,1,5.4,0.5
2013-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,116,5,5.167,7.154,14,0.5,115,9,1,6.2,0.367,115,9,3.667,6.2,7,0.367,116,5,2,7.154,0.5
2013-05-12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,141,4,6.167,8.2,16,0.408,144,5,3,6.462,0.456,144,5,4.0,6.462,20,0.456,141,4,0,8.2,0.408
2013-05-13,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,184,4,6.5,15.778,24,0.333,178,3,1,9.4,0.292,178,3,8.667,9.4,23,0.292,184,4,1,15.778,0.333
2013-05-14,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,168,4,7.833,11.8,16,0.308,135,9,2,6.4,0.408,135,9,8.167,6.4,12,0.408,168,4,0,11.8,0.308
2013-05-14,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,176,3,7.667,11.368,26,0.294,174,5,1,12.6,0.408,174,5,5.167,12.6,24,0.408,176,3,1,11.368,0.294
2013-05-15,Mumbai Indians,Rajasthan Royals,Mumbai Indians,166,8,8.167,6.8,21,0.358,152,7,4,9.2,0.45,152,7,4.833,9.2,19,0.45,166,8,1,6.8,0.358
2013-05-15,Kolkata Knight Riders,Pune Warriors,Pune Warriors,163,7,5.5,8.2,19,0.358,170,4,1,11.6,0.333,170,4,7.0,11.6,20,0.333,163,7,3,8.2,0.358
2013-05-16,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,164,7,3.5,12.8,22,0.425,171,4,0,13.6,0.383,171,4,8.833,13.6,25,0.383,164,7,3,12.8,0.425
2013-05-17,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,113,9,5.5,8.0,11,0.483,136,9,3,9.2,0.325,136,9,3.5,9.2,9,0.325,113,9,0,8.0,0.483
2013-05-18,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,183,8,5.833,10.4,29,0.358,133,9,2,6.24,0.435,133,9,8.5,6.24,15,0.435,183,8,2,10.4,0.358
2013-05-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,82,6,9.333,0.0,11,0.312,106,2,1,0.0,0.312,106,2,12.667,0.0,18,0.312,82,6,3,0.0,0.312
2013-05-19,Delhi Daredevils,Pune Warriors,Pune Warriors,134,9,7.833,6.0,14,0.433,172,5,1,13.0,0.342,172,5,6.667,13.0,22,0.342,134,9,2,6.0,0.433
2013-05-19,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,130,7,5.5,8.2,12,0.433,132,5,0,6.783,0.407,132,5,7.5,6.783,15,0.407,130,7,1,8.2,0.433
2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,192,1,7.833,13.4,24,0.2,144,10,1,4.636,0.384,144,10,9.333,4.636,17,0.384,192,1,0,13.4,0.2
2013-05-22,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,135,6,7.333,8.308,18,0.491,132,7,2,11.0,0.442,132,7,4.5,11.0,15,0.442,135,6,1,8.308,0.491
2013-05-24,Mumbai Indians,Rajasthan Royals,Mumbai Indians,169,6,7.5,8.897,21,0.353,165,6,0,12.2,0.375,165,6,7.0,12.2,23,0.375,169,6,0,8.897,0.353
2013-05-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,125,9,5.833,8.4,14,0.517,148,9,3,9.6,0.408,148,9,5.667,9.6,21,0.408,125,9,4,8.4,0.517
2014-04-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,163,5,5.167,10.6,19,0.35,122,7,1,5.4,0.433,122,7,5.333,5.4,9,0.433,163,5,1,10.6,0.35
